Allocation API,,,,,,,,,,,,Deallocation APIs,,,,,,,,,,,
Call Path Length,Application,Source File Path,API Name,API Type,Argument Count,Ret Val,Arguments Categories,Argument Type,Return Type,,,Call Path Length,Application,Source File Path,API Name,API Type,Argument Count,Ret Val,Arguments Categories,Argument Type,Return Type,Argument Type,Return Type
1,cpython,Objects/obmalloc.c,_PyObject_ArenaMalloc,A,2,OBJECT,"AS, (unused)","INT, VOID*",VOID*,,,2,redis,src/sds.c,sdsfreesplitres,D,2,N/A,"OD, RD","STRUCT*, INT",N/A,"STRUCT*, INT",N/A
3,cpython,Objects/obmalloc.c,_PyObject_Malloc,A,2,OBJECT,"AS, RD","INT, VOID*",VOID*,,,2,redis,src/module.c,RM_Free,D,1,N/A,OD,VOID*,N/A,VOID*,N/A
3,cpython,Objects/obmalloc.c,_PyObject_Calloc,A,3,OBJECT,"AS, AS, RD","INT, INT, VOID*",VOID*,,,0,redis,src/module.c,poolAllocRelease,MD,1,N/A,RD,STRUCT*,N/A,STRUCT*,N/A
3,cpython,Objects/obmalloc.c,_PyObject_Realloc,RA,3,OBJECT,"AS, IV, RD","INT, VOID*, VOID*",VOID*,,,2,redis,src/module.c,moduleFreeKeyIterator,D,1,N/A,RD,STRUCT*,N/A,STRUCT*,N/A
4,cpython,Objects/obmalloc.c,PyObject_Malloc,A,1,OBJECT,AS,INT,VOID*,,,0,redis,src/module.c,autoMemoryFreed,MD,3,SUCCESS FLAG,"RD, RD OD","STRUCT*, INT, VOID*",INT,"STRUCT*, INT, VOID*",INT
4,cpython,Objects/obmalloc.c,PyObject_Calloc,A,2,OBJECT,"AS, AS","INT, INT",VOID*,,,5,redis,src/module.c,RM_FreeString,D,2,N/A,"RD, OD","STRUCT*, STRUCT*",N/A,"STRUCT*, STRUCT*",N/A
4,cpython,Objects/obmalloc.c,PyObject_Realloc,RA,2,OBJECT,"IV, AS","VOID*, INT",VOID*,,,2,redis,src/module.c,RM_FreeDict,D,2,N/A,"RD, OD","STRUCT*, STRUCT*",N/A,"STRUCT*, STRUCT*",N/A
1,cpython,Objects/obmalloc.c,_PyMem_DebugRawAlloc,A,3,OBJECT,"RD, AS, RD","INT, VOID*, INT",VOID*,,,2,redis,src/module.c,RM_FreeServerInfo,D,2,N/A,"RD, OD","STRUCT*, STRUCT*",N/A,"STRUCT*, STRUCT*",N/A
2,cpython,Objects/obmalloc.c,_PyMem_DebugRawMalloc,A,2,OBJECT,"AS, RD","INT, VOID*",VOID*,,,3,redis,src/module.c,RM_FreeCallReply,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
2,cpython,Objects/obmalloc.c,_PyMem_DebugRawCalloc,A,3,OBJECT,"AS, AS, RD","INT, INT, VOID*",VOID*,,,2,redis,src/module.c,RM_FreeThreadSafeContext,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
2,cpython,Objects/obmalloc.c,_PyMem_DebugRawRealloc,RA,3,OBJECT,"AS, IV, RD","INT, VOID*, VOID*",VOID*,,,2,redis,src/module.c,RM_FreeModuleUser,D,1,SUCCESS FLAG,OD,STRUCT*,INT,STRUCT*,INT
3,cpython,Objects/obmalloc.c,_PyMem_DebugMalloc,A,2,OBJECT,"AS, RD","INT, VOID*",VOID*,,,2,redis,src/module.c,RM_FreeClusterNodesList,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
3,cpython,Objects/obmalloc.c,_PyMem_DebugCalloc,A,3,OBJECT,"AS, AS, RD","INT, INT, VOID*",VOID*,,,2,redis,src/module.c,RM_CloseKey,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
3,cpython,Objects/obmalloc.c,_PyMem_DebugRealloc,RA,3,OBJECT,"AS, IV, RD","INT, VOID*, VOID*",VOID*,,,2,redis,src/t_list.c,listTypeReleaseIterator,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
5,cpython,Objects/object.c,_PyObject_New,A,1,OBJECT,IV,STRUCT*,STRUCT*,,,2,redis,src/quicklist.c,quicklistRelease,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
5,cpython,Objects/object.c,_PyObject_NewVar,A,2,OBJECT,"IV, AS","STRUCT*, INT",STRUCT*,,,2,redis,src/quicklist.c,__quicklistDelNode,D,2,N/A,"RD, OD","STRUCT*, STRUCT*",N/A,"STRUCT*, STRUCT*",N/A
5,cpython,Parser/tokenizer.c,tok_new,A,0,OBJECT,N/A,N/A,STRUCT*,,,2,redis,src/quicklist.c,quicklistReleaseIterator,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
6,cpython,Parser/tokenizer.c,_PyTokenizer_FromString,A,2,OBJECT,"IV, IV","CHAR*, INT",STRUCT*,,,3,redis,src/quicklist.c,quicklistBookmarkDelete,D,2,SUCCESS FLAG,"RD, RD","STRUCT*, CHAR*",INT,"STRUCT*, CHAR*",INT
6,cpython,Parser/tokenizer.c,_PyTokenizer_FromUTF8,A,2,OBJECT,"IV, IV","CHAR*, INT",STRUCT*,,,2,redis,src/quicklist.c,_quicklistBookmarkDelete,D,2,N/A,"RD, RD","STRUCT*, STRUCT*",N/A,"STRUCT*, STRUCT*",N/A
6,cpython,Parser/tokenizer.c,_PyTokenizer_FromFile,A,4,OBJECT,"IV, IV, IV, IV","FILE*, CHAR*, CHAR*, CHAR*",STRUCT*,,,2,redis,src/quicklist.c,quicklistBookmarksClear (multiple delete),D,1,N/A,"RD ",STRUCT*,N/A,STRUCT*,N/A
2,cpython,Parser/tokenizer.c,_PyManagedBuffer_FromObject,A,1,OBJECT,IV,STRUCT*,STRUCT*,,,2,redis,src/listpack.c,lpFree,D,1,N/A,"OD ",CHAR*,N/A,CHAR*,N/A
3,cpyhton,Objects/memoryobject.c,memory_iter,A,1,OBJECT,RD,STRUCT*,STRUCT*,,,3,redis,src/t_zset.c,zslFreeNode,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
5,cpython,Objects/memoryobject.c,unpacker_new,A,0,OBJECT,N/A,N/A,STRUCT*,,,2,redis,src/t_zset.c,zslFree,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
0,cpython,Objects/dictobject.c,new_dict,MA,4,OBJECT,"IV, IV, IV, IV, RD","STRUCT*, STRUCT*, INT, INT",STRUCT*,,,3,redis,src/t_zset.c,zslDeleteRangeByLex,D,3,removed count,"RD, RD, RD","STRUCT*, STRUCT*, STRUCT*",ULONG,"STRUCT*, STRUCT*, STRUCT*",ULONG
1,cpython,Objects/dictobject.c,new_dict_with_shared_keys,A,1,OBJECT,IV,STRUCT*,STRUCT*,,,3,redis,src/t_zset.c,zslDeleteRangeByScore,D,3,removed count,"RD, RD, RD","CHAR*, STRUCT*, ULONG*",CHAR*,"CHAR*, STRUCT*, ULONG*",CHAR*
1,cpython,Objects/dictobject.c,PyDict_New,A,0,OBJECT,N/A,N/A,STRUCT*,,,3,redis,src/t_zset.c,zslDeleteRangeByRank,D,4,removed count,"RD, RD, RD, RD","STRUCT*, INT, INT, STRUCT*",CHAR*,"STRUCT*, INT, INT, STRUCT*",CHAR*
2,cpython,Objects/dictobject.c,_PyDict_NewPresized,A,1,OBJECT,IV,INT,STRUCT*,,,3,redis,src/object.c,freeStringObject,D,1,N/A,RD,STRUCT*,N/A,STRUCT*,N/A
3,cpython,Objects/dictobject.c,dict_copy,A,1,OBJECT,"IV, unused",STRUCT*,STRUCT*,,,3,redis,src/object.c,freeListObject,D,1,N/A,RD,STRUCT*,N/A,STRUCT*,N/A
2,cpython,Objects/dictobject.c,PyDict_Copy,A,1,OBJECT,IV,STRUCT*,STRUCT*,,,3,redis,src/object.c,freeSetObject,D,1,N/A,RD,STRUCT*,N/A,STRUCT*,N/A
0,cpython,Objects/dictobject.c,new_keys_object,MA,1,OBJECT,AS,INT,STRUCT*,,,3,redis,src/object.c,freeZsetObject,D,1,N/A,RD,STRUCT*,N/A,STRUCT*,N/A
5,cpython,Objects/dictobject.c,"new_values ",A,1,OBJECT,AS,INT,STRUCT*,,,3,redis,src/object.c,freeHashObject,D,1,N/A,RD,STRUCT*,N/A,STRUCT*,N/A
2,cpython,Objects/dictobject.c,_PyDictView_New,A,2,OBJECT,"IV, IV","STRUCT*, STRUCT*",STRUCT*,,,2,redis,src/object.c,freeModuleObject,D,1,N/A,RD,STRUCT*,N/A,STRUCT*,N/A
3,cpython,Objects/dictobject.c,dictkeys_new,A,2,OBJECT,"IV, IV","STRUCT*, STRUCT*",STRUCT*,,,3,redis,src/object.c,freeStreamObject,D,1,N/A,RD,STRUCT*,N/A,STRUCT*,N/A
3,cpython,Objects/dictobject.c,dictitems_new,A,2,OBJECT,"IV, IV","STRUCT*, STRUCT*",STRUCT*,,,4,redis,src/object.c,decrRefCount,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
3,cpython,Objects/dictobject.c,dictvalues_new,A,2,OBJECT,"IV, IV","STRUCT*, STRUCT*",STRUCT*,,,0,redis,src/object.c,dismissMemory,MD,2,N/A,"OD, RD","VOID*, INT",N/A,"VOID*, INT",N/A
2,cpython,Objects/dictobject.c,dictiter_new,A,2,OBJECT,"IV, IV","STRUCT*, STRUCT*",STRUCT*,,,1,redis,src/object.c,dismissSds,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
3,cpython,Objects/dictobject.c,dictkeys_reversed,A,2,OBJECT,"IV, unused","STRUCT*, STRUCT*",STRUCT*,,,2,redis,src/object.c,dismissStringObject,D,1,N/A,RD,STRUCT*,N/A,STRUCT*,N/A
3,cpython,Objects/dictobject.c,dictvalues_reversed,A,2,OBJECT,"IV, unused","STRUCT*, STRUCT*",STRUCT*,,,1,redis,src/object.c,dismissListObject,D,2,N/A,"RD, RD","STRUCT*, INT",N/A,"STRUCT*, INT",N/A
3,cpython,Objects/dictobject.c,dictitems_reversed,A,2,OBJECT,"IV, unused","STRUCT*, STRUCT*",STRUCT*,,,2,redis,src/object.c,dismissSetObject,D,2,N/A,"RD, RD","STRUCT*, INT",N/A,"STRUCT*, INT",N/A
3,cpython,Objects/dictobject.c,dict_iter,A,1,OBJECT,IV,STRUCT*,STRUCT*,,,2,redis,src/object.c,dismissZsetObject,D,2,N/A,"RD, RD","STRUCT*, INT",N/A,"STRUCT*, INT",N/A
3,cpython,Objects/dictobject.c,dictkeys_iter,A,1,OBJECT,IV,STRUCT*,STRUCT*,,,2,redis,src/object.c,dismissHashObject,D,2,N/A,"RD, RD","STRUCT*, INT",N/A,"STRUCT*, INT",N/A
3,cpython,Objects/dictobject.c,dictvalues_iter,A,1,OBJECT,IV,STRUCT*,STRUCT*,,,1,redis,src/object.c,dismissStreamObject,D,2,N/A,"RD, RD","STRUCT*, INT",N/A,"STRUCT*, INT",N/A
3,cpython,Objects/dictobject.c,dictitems_iter,A,1,OBJECT,IV,STRUCT*,STRUCT*,,,3,redis,src/object.c,dismissObject,D,2,N/A,"RD, RD","STRUCT*, INT",N/A,"STRUCT*, INT",N/A
6,cpython,Objects/dictobject.c,PyByteArray_FromStringAndSize,A,2,OBJECT,"IV, IV","CHAR*, INT",STRUCT*,,,0,redis,src/object.c,decrRefCountVoid,MD,1,N/A,OD,VOID*,N/A,VOID*,N/A
7,cpython,Objects/bytearrayobject.c,_PyByteArray_FromBufferObject,A,1,OBJECT,IV,STRUCT*,STRUCT*,,,2,redis,src/object.c,freeMemoryOverheadData,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
2,cpython,Objects/bytearrayobject.c,bytearray_iter,A,1,OBJECT,IV,STRUCT*,STRUCT*,,,2,redis,src/object.c,freeCallReplyInternal,D,1,N/A,"RD  ",STRUCT*,N/A,STRUCT*,N/A
5,cpython,Objects/bytesobject.c,_PyBytes_FromSize,A,2,OBJECT,"AS, RD","INT, INT",STRUCT*,,,2,redis,src/object.c,freeCallReply,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
6,cpython,Objects/bytesobject.c,PyBytes_FromStringAndSize,A,2,OBJECT,"AS, IV","CHAR*, INT",STRUCT*,,,2,redis,src/object.c,freeClusterLink,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
5,cpython,Objects/bytesobject.c,PyBytes_FromString,A,1,OBJECT,IV,CHAR*,STRUCT*,,,2,redis,src/object.c,freeClusterNode,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
3,cpython,Objects/bytesobject.c,bytes_subtype_new,A,2,OBJECT,"IV, IV","STRUCT*, STRUCT*",STRUCT*,,,3,redis,src/cluster.c,clusterDelNode,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
2,cpython,Objects/bytesobject.c,bytes_iter,A,1,OBJECT,IV,STRUCT*,STRUCT*,,,3,redis,src/cluster.c,clusterBlacklistCleanup,D,0,N/A,N/A,N/A,N/A,N/A,N/A
0,cpython,Python/pyarena.c,_PyArena_Malloc,MA,2,OBJECT,"RD, AS","STRUCT*, INT",VOID*,,,2,redis,src/cluster.c,slotToKeyDestroy,D,1,N/A,RD,STRUCT*,N/A,STRUCT*,N/A
0,cpython,Python/pyarena.c,_PyArena_New,MA,0,OBJECT,N/A,N/A,STRUCT*,,,2,redis,src/sentinel.c,redisAeCleanup,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
0,cpython,Python/pyarena.c,block_new,MA,1,OBJECT,AS,INT,STRUCT*,,,2,redis,src/sentinel.c,freeSentinelLoadQueueEntry,D,1,N/A,OD,VOID*,N/A,VOID*,N/A
0,cpython,Python/pyarena.c,block_alloc,MA,2,OBJECT,"RD, AS","STRUCT*, INT",VOID*,,,2,redis,src/sentinel.c,releaseSentinelAddr,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
1,redis,src/zmalloc.c,ztrymalloc_usable,A,2,OBJECT,"AS, RD","INT, INT*",VOID*,,,2,redis,src/sentinel.c,freeSentinelConfig,D,0,N/A,N/A,N/A,N/A,N/A,N/A
2,redis,src/zmalloc.c,zmalloc,A,1,OBJECT,"AS ",INT,VOID*,,,2,redis,src/replication.c,freeReplicationBacklog,D,0,N/A,N/A,N/A,N/A,N/A,N/A
2,redis,src/zmalloc.c,"ztrymalloc ",A,1,OBJECT,AS,INT,VOID*,,,3,redis,src/replication.c,replicationUnsetMaster,D,0,N/A,N/A,N/A,N/A,N/A,N/A
2,redis,src/zmalloc.c,zmalloc_usable,A,2,OBJECT,"AS, RD","INT, INT*",VOID*,,,2,redis,src/networking.c,freeClientReplyValue,D,1,N/A,OD,VOID*,N/A,VOID*,N/A
1,redis,src/zmalloc.c,zmalloc_no_tcache,A,1,OBJECT,AS,INT,VOID*,,,2,redis,src/networking.c,moduleCloseKey,D,1,N/A,RD,STRUCT*,N/A,STRUCT*,N/A
1,redis,src/zmalloc.c,ztrycalloc_usable,A,2,OBJECT,"AS, RD","INT, INT*",VOID*,,,2,redis,src/networking.c,listRelease,D,1,N/A,RD,STRUCT*,N/A,STRUCT*,N/A
2,redis,src/zmalloc.c,zcalloc,A,1,OBJECT,AS,INT,VOID*,,,3,redis,src/networking.c,disconnectSlaves,D,0,N/A,N/A,N/A,N/A,N/A,N/A
2,redis,src/zmalloc.c,ztrycalloc,A,1,OBJECT,AS,INT,VOID*,,,2,redis,src/networking.c,freeClient,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
2,redis,src/zmalloc.c,zcalloc_usable,A,2,OBJECT,"AS, RD","INT, INT*",VOID*,,,2,redis,src/networking.c,freeClientOriginalArgv,D,1,N/A,RD,STRUCT*,N/A,STRUCT*,N/A
1,redis,src/zmalloc.c,ztryrealloc_usable,A,3,OBJECT,"IV, AS, RD","VOID*, INT, PTR",VOID*,,,2,redis,src/networking.c,freeClientArgv,D,1,N/A,RD,STRUCT*,N/A,STRUCT*,N/A
2,redis,src/zmalloc.c,zrealloc,RA,2,OBJECT,"IV, AS ","VOID*, INT",VOID*,,,0,redis,src/networking.c,freeClientAsync,MD,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
2,redis,src/zmalloc.c,ztryrealloc,RA,2,OBJECT,"IV, AS","VOID*, INT",VOID*,,,0,redis,src/networking.c,freeClientsInAsyncFreeQueue,MD,0,N/A,N/A,N/A,N/A,N/A,N/A
2,redis,src/zmalloc.c,zrealloc_usable,RA,3,OBJECT,"IV, AS, RD","VOID*, INT, INT*",VOID*,,,2,redis,src/sparkline.c,freeSparklineSequence,D,1,N/A,RD,STRUCT*,N/A,STRUCT*,N/A
3,redis,src/zmalloc.c,zstrdup,A,1,OBJECT,IV,CHAR*,CHAR*,,,3,redis,src/redis-cli.c,freeHintsCallback,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
3,redis,src/dict.c,dictCreate,A,1,OBJECT,IV,STRUCT*,STRUCT*,,,2,redis,src/redis-cli.c,freeClusterManagerNode,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
4,redis,src/dict.c,dictExpand,RA,2,SUCCESS FLAG,"RD, AS, RD","STRUCT*, LONG",INT,,,2,redis,src/t_hash.c,hashTypeReleaseIterator,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
3,redis,src/dict.c,dictGetIterator,A,1,OBJECT,IV,STRUCT*,STRUCT*,,,2,redis,src/object.c,freeStream,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
4,redis,src/dict.c,dictGetSafeIterator,A,1,OBJECT,IV,STRUCT*,STRUCT*,,,2,redis,src/t_stream.c,streamFreeNACK,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
3,redis,src/dict.c,dictAddRaw,A,3,OBJECT,"RD, IV, RD","STRUCT*, VOID*, STRUCT**",STRUCT*,,,2,redis,src/t_stream.c,streamFreeCG,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
4,redis,src/dict.c,dictAdd,A,3,SUCCESS FLAG,"RD, IV, RD","STRUCT*, VOID*, VOID*",INT,,,2,redis,src/t_stream.c,streamFreeConsumer,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
3,redis,src/sds.c,sds_malloc,A,1,OBJECT,AS,INT,VOID*,,,2,redis,deps/hihiredis.c,redisFree,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
3,redis,src/sds.c,sds_realloc,RA,2,OBJECT,"IV, AS","VOID*, INT",VOID*,,,2,redis,deps/hihiredis.c,freeReplyObject,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
3,redis,src/sds.c,_sdsnewlen,A,3,OBJECT,"IV, IV, IV","VOID*, INT, INT",STRUCT*,,,1,redis,deps/hialloc.c,hi_free,D,1,N/A,OD,VOID*,N/A,VOID*,N/A
4,redis,src/sds.c,sdsnewlen,A,2,OBJECT,"IV, AS","VOID*, INT",STRUCT*,,,0,httpd,memory/unix/apr_pools.c,allocator_free,MD,2,N/A,"RD, OD","STRUCT*, STRUCT*",N/A,"STRUCT*, STRUCT*",N/A
4,redis,src/sds.c,sdstrynewlen,A,2,OBJECT,"RD, IV, RD","VOID*, INT",STRUCT*,,,1,httpd,memory/unix/apr_pools.c,apr_allocator_free,D,2,N/A,"RD, OD","STRUCT*, STRUCT*",N/A,"STRUCT*, STRUCT*",N/A
4,redis,src/sds.c,sdsfromlonglong,a,1,OBJECT,IV,LONGLONG,STRUCT*,,,0,httpd,memory/unix/apr_pools.c,apr_pool_clear,MD,1,N/A,RD,STRUCT*,N/A,STRUCT*,N/A
4,redis,src/sds.c,sdsempty,A,0,OBJECT,N/A,N/A,STRUCT*,,,0,httpd,memory/unix/apr_pools.c,apr_pool_destroy,MD,1,N/A,RD,STRUCT*,N/A,STRUCT*,N/A
4,redis,src/sds.c,sdsnew,A,1,OBJECT,IV,CHAR*,STRUCT*,,,1,httpd,memory/unix/apr_pools.c,pool_clear_debug,D,2,N/A,"RD, unused unused","STRUCT*, CHAR*",N/A,"STRUCT*, CHAR*",N/A
4,redis,src/sds.c,sdsdup,A,1,OBJECT,IV,STRUCT*,STRUCT*,,,1,httpd,memory/unix/apr_pools.c,apr_pool_clear_debug,D,2,N/A,"RD, unused unused","STRUCT*, CHAR*",N/A,"STRUCT*, CHAR*",N/A
3,redis,src/sds.c,_sdsMakeRoomFor,RA,3,OBJECT,"IV, AS, RD","STRUCT*, INT, INT",STRUCT*,,,0,httpd,shmem/unix/shm.c,apr_shm_remove,MD,2,SUCCESS FLAG,"OD, RD (unused)","CHAR*, STRUCT*",INT,"CHAR*, STRUCT*",INT
4,redis,src/sds.c,sdsMakeRoomFor,RA,2,OBJECT,"IV, AS, RD","STRUCT*, INT",STRUCT*,,,1,httpd,shmem/unix/shm.c,apr_shm_delete,D,1,SUCCESS FLAG,OD,STRUCT*,INT,STRUCT*,INT
4,redis,src/sds.c,sdsMakeRoomForNonGreedy,RA,2,OBJECT,"IV, AS, RD","STRUCT*, INT",STRUCT*,,,1,httpd,shmem/unix/shm.c,apr_shm_destroy,D,1,SUCCESS FLAG,OD,STRUCT*,INT,STRUCT*,INT
3,redis,src/sds.c,sdsResize,RA,2,OBJECT,"IV, AS","STRUCT*, INT",STRUCT*,,,0,httpd,shmem/unix/shm.c,shm_cleanup_owner,MD,1,SUCCESS FLAG,OD,STRUCT*,INT,STRUCT*,INT
3,redis,src/module.c,RM_Alloc,A,1,OBJECT,AS,INT,VOID*,,,0,httpd,tables/apr_skiplist.c,apr_skiplist_free,MD,2,N/A,"RD, OD","STRUCT*, VOID*",N/A,"STRUCT*, VOID*",N/A
3,redis,src/module.c,RM_Calloc,A,2,OBJECT,"AS, AS","INT, INT",VOID*,,,1,httpd,tables/apr_skiplist.c,apr_skiplist_destroy,D,2,N/A,"OD, RD","STRUCT*, FUNCP",N/A,"STRUCT*, FUNCP",N/A
3,redis,src/module.c,RM_Realloc,RA,2,OBJECT,"IV, AS","STRUCT*, INT",VOID*,,,1,httpd,tables/apr_skiplist.c,apr_skiplist_remove_all,D,2,N/A,"RD, RD","STRUCT*, FUNCP",N/A,"STRUCT*, FUNCP",N/A
4,redis,src/module.c,RM_Strdup,A,1,OBJECT,IV,CHAR*,CHAR*,,,2,httpd,tables/apr_skiplist.c,skiplisti_destroy,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
0,redis,src/module.c,RM_PoolAlloc,MA,2,OBJECT,"RD, AS","STRUCT*, INT",VOID*,,,1,httpd,mmap/unix/mmap.c,mmap_cleanup,D,1,SUCCESS FLAG,OD,STRUCT*,INT,STRUCT*,INT
3,redis,src/module.c,RM_SetModuleAttribs,A,4,OBJECT,"RD, IV, IV, IV","STRUCT*, CHAR*, INT, INT",N/A,,,2,httpd,mmap/unix/mmap.c,apr_mmap_delete,D,1,SUCCESS FLAG,OD,STRUCT*,INT,STRUCT*,INT
5,redis,src/module.c,RM_CreateString,A,3,OBJECT,"RD, IV, IV","STRUCT*, CHAR*, INT",STRUCT*,,,1,httpd,buckets/apr_brigade.c,apr_brigade_cleanup,D,1,SUCCESS FLAG,OD,STRUCT*,INT,STRUCT*,INT
4,redis,src/module.c,RM_CreateStringPrintf,A,2+,OBJECT,"RD, IV","STRUCT*, CHAR*",STRUCT*,,,3,httpd,buckets/apr_brigade.c,apr_brigade_destroy,D,1,SUCCESS FLAG,OD,STRUCT*,INT,STRUCT*,INT
6,redis,src/module.c,RM_CreateStringFromLongLong,A,2,OBJECT,"RD, IV","STRUCT*, LONGLONG",STRUCT*,,,2,httpd,buckets/apr_brigade.c,brigade_cleanup,D,1,SUCCESS FLAG,OD,STRUCT*,INT,STRUCT*,INT
6,redis,src/module.c,RM_CreateStringFromDouble,A,2,OBJECT,"RD, IV","STRUCT*, DOUB",STRUCT*,,,1,httpd,buckets/apr_buckets_alloc.c,alloc_cleanup,D,1,SUCCESS FLAG,RD,STRUCT*,INT,STRUCT*,INT
6,redis,src/module.c,RM_CreateStringFromLongDouble,A,3,OBJECT,"RD, IV, IV","STRUCT*, LONGDOUB, INT",STRUCT*,,,1,httpd,buckets/apr_buckets_alloc.c,apr_bucket_alloc_destroy,D,1,N/A,RD,STRUCT*,N/A,STRUCT*,N/A
6,redis,src/module.c,RM_CreateStringFromString,A,2,OBJECT,"RD, IV","STRUCT*, STRUCT*",STRUCT*,,,0,httpd,buckets/apr_buckets_alloc.c,apr_bucket_free,MD,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
5,redis,src/module.c,RM_CreateStringFromStreamID,A,2,OBJECT,"RD, IV","STRUCT*, STRUCT*",STRUCT*,,,1,httpd,buckets/apr_buckets_file.c,file_bucket_destroy,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
3,redis,src/module.c,RM_CreateDict,A,1,OBJECT,RD,STRUCT*,STRUCT*,,,1,httpd,buckets/apr_buckets_mmap.c,mmap_bucket_destroy,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
3,redis,src/module.c,RM_GetServerInfo,A,2,OBJECT,"RD, IV","STRUCT*, CHAR*",STRUCT*,,,1,httpd,buckets/apr_buckets_pool.c,pool_bucket_destroy,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
3,redis,src/module.c,RM_GetDetachedThreadSafeContext,A,1,OBJECT,IV,STRUCT*,STRUCT*,,,1,httpd,crypto/apr_crypto_commoncrypto.c,crypto_block_cleanup,D,1,SUCCESS FLAG,"RD ",STRUCT*,INT,STRUCT*,INT
3,redis,src/module.c,RM_CreateModuleUser,A,1,OBJECT,IV,CHAR*,STRUCT*,,,1,httpd,crypto/apr_crypto_openssl.c,EVP_CIPHER_CTX_free,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
3,redis,src/module.c,moduleCreateCommandProxy,A,7,OBJECT,"RD, IV IV, IV, IV, IV, IV","STRUCT*, STRUCT*, FUNCP, INT, INT, INT, INT",STRUCT*,,,2,httpd,crypto/apr_crypto_commoncrypto.c,crypto_block_cleanup,D,1,SUCCESS FLAG,RD,STRUCT*,INT,STRUCT*,INT
5,redis,src/module.c,moduleCreateEmptyKey,A,2,SUCCESS FLAG,"RD, IV","STRUCT*, INT",INT,,,2,httpd,crypto/apr_crypto_nss.c,crypto_block_cleanup_helper,D,1,SUCCESS FLAG,RD,STRUCT*,INT,STRUCT*,INT
3,redis,src/module.c,RM_OpenKey,A,3,OBJECT,"RD, IV, IV","STRUCT*, STRUCT*, INT",STRUCT*,,,1,httpd,dbd/apr_dbd_mysql.c,lob_bucket_destroy,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
3,redis,src/t_list.c,listTypeInitIterator,A,3,OBJECT,"IV, IV, IV","STRUCT*, LONG, CHAR",STRUCT*,,,1,httpd,dbd/apr_dbd_odbc.c,odbc_lob_bucket_destroy,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
4,redis,src/t_list.c,listTypeDup,A,1,OBJECT,IV,STRUCT*,STRUCT*,,,2,httpd,server/util.c,regex_cleanup,D,1,SUCCESS FLAG,OD,STRUCT*,INT,STRUCT*,INT
3,redis,src/quicklist.c,quicklistCreate,A,0,OBJECT,N/A,N/A,PTR,,,2,httpd,server/util.c,ap_pregfree,D,2,N/A,"RD, OD","STRUCT*, STRUCT*",N/A,"STRUCT*, STRUCT*",N/A
4,redis,src/quicklist.c,quicklistNew,A,2,OBJECT,"IV, IV","INT, INT",PTR,,,1,httpd,server/util.c,varbuf_cleanup,D,1,SUCCESS FLAG,RD,VOID*,INT,VOID*,INT
4,redis,src/quicklist.c,quicklistDup,A,1,OBJECT,IV,PTR,PTR,,,1,httpd,server/util.c,ap_varbuf_free,D,1,N/A,RD,STRUCT*,N/A,STRUCT*,N/A
4,redis,src/quicklist.c,quicklistCreateNode,A,0,OBJECT,N/A,N/A,PTR,,,1,httpd,server/util_pcre.c,ap_regfree,D,1,N/A,OD,STRUCT*,N/A,STRUCT*,N/A
